Id,F1,F2,F3,F4,F5,F6,F7,F8,F9,Class
61,-0.273553,-0.132861,-0.277837,-0.292077,1.679775,-0.533343,-0.731761,-0.309982,1.583708,A
62,0.166645788,0.333907788,-0.139341212,-0.453870212,-0.068498212,0.449284788,0.549004788,0.255811788,-0.035459212,F
63,-0.093909204,0.593225796,-0.224858204,0.038049796,1.675346796,-0.112029204,-1.401652204,-0.850472204,2.271251796,L
64,-0.572159724,-0.264281724,-2.684833724,-0.452753724,2.631356276,-1.067069724,-2.007013724,-0.151147724,2.432813276,A
65,-0.04537742,0.46811558,-0.10121742,-2.26451342,-1.04929942,-0.04401642,-0.88025142,0.03000658,-0.88965042,E
66,-0.090892388,-3.264129388,0.244736612,-0.191542388,1.998217612,-0.433171388,-0.952464388,0.272713612,1.736537612,A
67,-0.202600717,-3.481701717,-0.452496717,-0.565484717,-0.911355717,-0.020000717,1.109028283,0.326507283,-1.035552717,F
68,0.239484674,0.061135674,0.582832674,-0.969696326,-2.913607326,-1.609274326,2.132835674,0.645872674,-2.761538326,A
69,0.550861584,0.463097584,0.655315584,0.825249584,0.192278584,0.055250584,0.741147584,0.667590584,0.150069584,A
70,0.255777667,-0.095817333,-0.260187333,-1.358627333,-0.199284333,0.256437667,-0.499811333,-0.312875333,-0.082733333,I
71,0.374777937,0.322991937,-0.025512063,-0.120619063,-0.697578063,0.328694937,0.840119937,0.140128937,-0.522779063,F
72,-0.376899136,-0.343314136,-0.520236136,0.879280864,-0.284338136,-0.026048136,0.907931864,-0.552705136,-0.105481136,A
73,0.16358623,0.51472723,-0.34657577,-0.33026377,-0.40711377,-1.54225177,-1.49456477,-0.09790777,-0.23993177,A
74,-2.427266003,0.392040997,0.215659997,-2.873108003,-2.280006003,-3.001863003,0.471204997,0.554673997,-2.111577003,H
75,0.271430643,0.449361643,0.507174643,-0.635351357,1.282031643,-0.319012357,-0.201654357,0.511598643,1.094204643,A
76,0.516380116,0.486571116,0.722943116,0.768922116,0.659452116,-0.048731884,0.269090116,0.530764116,0.685188116,A
77,-0.034168264,0.552990736,0.439555736,0.952280736,1.786683736,1.391828736,1.971489736,0.525501736,1.616881736,K
78,0.328073389,0.655165389,-0.392893611,1.480485389,0.865063389,0.323584389,0.641905389,0.366425389,0.872637389,A
79,0.125049434,0.593155434,0.455095434,0.202019434,-0.020330566,1.204131434,-0.066319566,0.462530434,-0.016908566,E
80,0.493544835,0.105971835,-0.436264165,0.530312835,-0.244340165,1.946747835,0.865527835,-1.611249165,0.956372835,I
81,-0.104343717,-0.472855717,-0.236558717,0.034896283,0.259833283,-0.312827717,-0.560892717,-0.087802717,0.178850283,A
82,-0.06535094,0.21593906,-0.09196694,1.30684906,0.96430806,0.46480806,1.43066706,-0.13078194,1.14967506,A
83,0.513110458,-0.270294542,-0.461713542,0.416033458,-1.143900542,1.607697458,0.582627458,-1.397181542,-0.313054542,I
84,-0.117739918,0.520037082,-0.253093918,-0.099164918,1.189113082,0.617058082,0.970206082,0.267678082,1.125177082,A
85,0.04425738,-0.35878362,-0.36841962,0.00724538,0.20194538,-0.81775062,-0.70881762,0.12611138,0.01677238,A
86,0.992474784,0.208655784,-1.071395216,-0.741016216,-0.075337216,0.483819784,-1.046577216,-1.547948216,1.200336784,I
87,-0.05283865,0.56965935,-0.58864765,-1.18499365,0.04643635,0.00310435,-1.17241365,-0.09358165,0.26581535,E
88,0.018575668,0.122235668,-0.266127332,0.665198668,-0.265944332,0.251838668,0.979627668,0.473620668,-0.452718332,A
89,-0.367823077,0.583159923,0.158765923,0.451015923,1.666231923,1.229699923,-0.426108077,-0.191408077,1.993355923,E
90,-0.126254946,0.266752054,-0.131541946,0.433369054,0.525187054,-0.057967946,-0.492690946,-0.003651946,0.607987054,F
91,0.336436625,0.596992625,0.112275625,-0.732652375,-0.038983375,-0.726934375,-1.109616375,0.062598625,0.156216625,A
92,0.26886985,0.41332485,-0.13695915,-0.43630015,-0.33550515,-0.91987115,-1.24009115,0.35875485,-0.28685915,A
93,-0.580310803,-0.127051803,-0.513801803,0.262935197,-0.485528803,-0.050794803,-0.024853803,0.623992197,-0.908186803,F
94,-0.081483291,0.274474709,-0.498521291,-0.403869291,-0.590464291,0.457100709,0.121950709,-0.243507291,-0.413988291,A
95,-0.00322197,0.22158103,-0.25978997,1.19061403,-0.26868397,0.47756203,1.52690803,0.25947703,-0.23807597,A
96,-0.110902693,-0.004929693,-0.428056693,-0.624851693,-1.119318693,0.021034307,-0.699020693,0.077013307,-1.006532693,A
97,-0.655982031,-0.210025031,-1.289231031,0.960731969,1.957199969,0.949965969,-0.528407031,0.556350969,1.494749969,K
98,-0.163469961,0.121998039,-0.586047961,1.249514039,-0.204470961,0.323807039,1.135275039,-0.076460961,-0.110071961,A
99,0.197424045,0.533303045,0.195408045,0.112235045,-0.498986955,0.423549045,0.560237045,0.285871045,-0.394111955,H
100,-3.377304234,-3.089033234,0.269921766,-0.171592234,0.519433766,0.247941766,0.664542766,-1.017343234,1.385885766,I
101,-3.697327072,0.154459928,-0.599684072,0.587984928,-0.257363072,-0.789255072,0.576941928,-0.204854072,-0.116938072,A
102,0.955411408,0.552766408,0.259959408,-0.254880592,-1.014739592,1.486800408,0.303135408,-0.769722592,-0.208329592,I
103,-0.37367829,-3.43058929,-0.48774729,-0.57183929,-0.15432129,0.37410771,0.19604871,-0.22638729,-0.03491829,A
104,0.186920426,0.241826426,-0.244773574,0.404145426,1.107757426,0.203200426,1.041270426,0.103272426,1.023855426,A
105,-0.140303688,0.189931312,-0.081734688,-0.516023688,-0.052235688,0.403486312,0.022576312,0.400429312,-0.239437688,H
106,0.54458679,0.40473679,0.15332579,0.94851579,-0.33362521,-2.00964521,1.55957879,0.42103179,-0.16759321,A
107,-0.305451766,0.149257234,-0.231179766,1.572646234,0.737687234,2.140408234,0.875378234,0.235281234,0.427712234,K
108,-0.143971394,-0.210793394,0.651518606,0.939791606,0.919361606,-0.286817394,0.101460606,0.118727606,0.818815606,F
109,-0.395900807,-0.130095807,-0.272253807,0.840463193,0.738138193,-0.114549807,-0.105420807,-0.296547807,0.731873193,A
110,-0.140743668,0.198485332,-2.599045668,0.607485332,0.765477332,-0.077019668,0.668790332,0.123392332,0.623752332,A
111,0.317958025,0.367237025,0.824045025,0.465419025,-0.258371975,0.487571025,0.582866025,0.330186025,-0.104409975,F
112,0.061288639,0.886105639,0.161557639,0.993944639,-0.078513361,0.844174639,1.393748639,0.544019639,0.023857639,D
113,0.381209325,0.484869325,0.096506325,1.027832325,0.761086325,-1.006964675,-0.305427675,0.383249325,0.746010325,A
114,0.078406027,0.363874027,-0.344171973,1.491390027,1.449250027,0.659227027,1.064738027,-0.061087973,1.595055027,A
115,0.138813438,0.465283438,0.198516438,0.949107438,3.199832438,0.769653438,-0.186613562,0.741984438,2.752600438,K
116,-0.387222281,0.111440719,-0.064940281,0.388694719,-1.480960281,0.802309719,1.459905719,-0.027930281,-1.295161281,E
117,-0.976097147,0.122804853,-0.315950147,0.056761853,1.147721853,-0.608926147,-0.963946147,0.165889853,0.916671853,D
118,0.096284506,0.550993506,0.170556506,1.974382506,1.222473506,1.762607506,0.786059506,0.033011506,1.287917506,K
119,-0.104833455,0.176456545,-0.131449455,1.267366545,0.551101545,0.799502545,1.926157545,-0.245764455,0.760690545,A
120,-0.088576343,0.616357657,0.053128657,1.052111657,1.392226657,0.227874657,0.298979657,0.006462657,1.544971657,D
121,0.23440519,0.08304019,0.54857319,-0.19713781,-0.17355281,0.00123319,0.63736619,0.52826119,-0.33848281,A
122,0.268989302,0.097114302,0.272424302,-0.516241698,-1.109741698,0.872511302,0.452881302,0.426344302,-1.105090698,H
123,0.021193912,0.038671912,-0.101948088,0.542393912,1.662517912,-0.270422088,-0.438900088,0.272985912,1.464863912,A
124,0.02362589,-0.24073311,-0.46542611,-2.71855811,-2.22934811,-0.08160111,-0.93995511,-0.14211511,-2.14402011,H
125,0.123281266,0.419419266,-2.285645734,0.647777266,0.497529266,0.049292266,0.611375266,0.512293266,0.376022266,F
126,0.300633447,0.472918447,0.149444447,-0.413661553,0.683867447,-0.315141553,-0.643715553,0.540081447,0.594896447,F
127,0.053075604,0.823267604,-0.157476396,0.093206604,-0.690490396,-0.183958396,-0.316905396,0.264241604,-0.553585396,C
128,0.085820937,0.753309937,0.506809937,1.834479937,1.080668937,2.472592937,1.917353937,0.042202937,1.370191937,K
129,-0.257007861,0.241655139,0.065274139,0.518909139,-1.060071861,0.776617139,0.945063139,0.291036139,-0.989254861,E
130,0.167338159,0.498833159,0.311180159,0.932013159,0.981522159,0.336307159,0.397393159,0.052532159,1.153959159,A
131,-0.147127847,0.125151153,-0.237774847,-0.684953847,-0.726814847,1.152155153,-0.350294847,0.382699153,-0.876728847,H
132,0.379953516,0.546575516,0.165867516,-1.248661484,-0.323172484,0.370901516,-1.343202484,0.333336516,-0.249017484,H
133,0.007368078,-0.033937922,-0.370369922,1.005729078,0.124617078,0.757085078,1.380434078,-0.030498922,0.254916078,A
134,-0.098286824,0.042405176,-0.102570824,-0.116810824,-1.425420824,-3.133227824,-2.700052824,-0.210216824,-1.199944824,A
135,0.151135161,0.357309161,0.066114161,0.046232161,0.937274161,0.427279161,-0.278506839,0.755744161,0.611108161,H
136,0.415288557,0.313073557,-0.254254443,-0.794570443,-1.041999443,-0.047210443,-0.060406443,0.007105557,-0.831945443,F
137,-3.709863411,-0.181709411,-0.360982411,-5.651186411,-2.346141411,-3.202764411,-2.218948411,-1.576405411,-3.460452411,I
138,0.373785862,0.287281862,0.555660862,0.240330862,-0.047653138,0.095800862,0.019253862,0.514482862,-0.056629138,A
139,-0.049697224,0.636816776,-0.514845224,1.150200776,1.419897776,-4.359160224,-2.494743224,4.968115776,-0.010240224,D
140,0.282289936,0.224857936,0.052501936,0.050453936,0.658809936,-0.100939064,-0.691723064,0.424424936,0.509425936,A
141,0.149355631,0.036489631,0.466926631,1.029437631,0.147658631,0.582694631,1.187698631,-0.086731369,0.283725631,A
142,0.123919482,0.257291482,-0.201128518,-0.336136518,-0.140405518,-0.485360518,-0.962055518,0.527432482,-0.260109518,F
143,0.132526228,0.419237228,-0.312558772,1.053292228,0.192548228,0.627584228,1.409812228,0.373412228,0.089104228,A
144,0.005250495,0.226721495,0.522678495,0.628744495,0.755443495,0.546466495,-0.417874505,0.113353495,0.912502495,A
145,-0.202663594,-3.666921594,-0.794739594,-2.247082594,-0.266079594,-0.735305594,-0.185782594,0.292288406,-0.560549594,A
146,0.096958314,0.461496314,-0.102470686,-0.171984686,0.455505314,-0.138143686,0.227300314,0.047467314,0.520622314,A
147,0.085078541,-0.087211459,-0.278223459,-0.805159459,0.209091541,-0.135106459,-1.150507459,0.065305541,0.117552541,A
148,1.020286827,0.336443827,0.031896827,-2.316898173,-1.386392173,-2.210925173,-2.690767173,-0.005088173,-1.144168173,A
149,0.054720971,0.188731971,0.085287971,0.245868971,-0.198397029,0.111307971,0.419513971,0.254262971,-0.128103029,F
150,-0.418786726,0.351405274,-0.629338726,-0.378655726,0.789315274,-0.936453726,-1.542473726,-0.358621726,0.848160274,C
151,0.117993122,-2.624280878,0.110482122,-1.386070878,0.557317122,0.005041122,0.685851122,0.315378122,0.637844122,F
152,-0.137079146,-0.003707146,-0.462127146,-0.597135146,0.429092854,-0.683996146,-0.912232146,0.039931854,0.327186854,F
153,-0.403195935,0.389406065,-0.168321935,0.482924065,-1.016607935,0.466741065,1.057398065,0.028723065,-0.825547935,E
154,-0.086332218,0.184478782,-0.598719218,0.072378782,-0.453902218,-0.819695218,0.035856782,-0.386296218,-0.236212218,F
155,0.072939325,0.156090325,-0.279108675,-0.940672675,-0.227281675,-0.509721675,-1.720068675,0.278232325,-0.342388675,F
156,0.03896919,0.61440619,0.15149419,1.19558919,0.52766919,0.47429619,0.56252419,0.58773319,0.43783319,E
157,-0.11585414,0.08570986,-0.71909714,-0.27467114,-0.53729314,-0.36265714,-0.01763814,0.06259386,-0.57581614,F
158,-0.402684455,-0.344843455,-0.626845455,-1.013460455,-0.321331455,-1.185422455,-1.268954455,-0.110266455,-0.500098455,F
159,0.258570521,0.591308521,0.003048521,1.087625521,0.343280521,-0.094764479,0.869840521,0.448643521,0.273554521,A
160,0.060816327,0.573687327,-0.258561673,-0.207382673,-0.080070673,-0.549751673,-0.725117673,0.059262327,0.084183327,F
161,-0.474612624,0.090793376,-0.108537624,0.613129376,-0.099279624,0.439492376,1.154776376,0.285434376,-0.201333624,E
162,-0.253626097,0.188755903,-0.264496097,-0.715814097,1.775985903,-2.443393097,-3.146685097,0.220354903,1.539764903,A
163,1.150065936,0.374602936,-0.088383064,1.281144936,-1.726866064,-3.404399064,-3.392492064,-0.179468064,-1.250445064,I
164,0.495922535,0.626773535,0.165203535,0.775105535,-0.224040465,0.449195535,1.964340535,0.322992535,-0.073955465,F
165,0.133191651,0.113845651,0.749150651,0.532996651,-0.114296349,0.060489651,0.755723651,0.323264651,-0.148597349,F
166,0.07202235,0.22776835,-0.40786965,-0.41121665,0.22408135,-1.00369265,-1.38930665,0.23884535,0.14631035,A
167,-0.174824351,-0.301484351,0.460239649,-0.196148351,-0.306725351,0.325440649,-0.058246351,-0.061689351,-0.257310351,G
168,0.17201303,0.25830603,-0.38974897,-0.67961597,-1.24152797,-0.04945897,-0.30705597,-0.21507597,-0.92404797,F
169,-0.324650943,-0.500271943,-0.377176943,-0.169559943,-0.513777943,-0.266132943,0.097269057,0.029486057,-0.647100943,A
170,-0.096733382,0.070528618,-0.402720382,-0.717249382,-0.871700382,-0.250635382,-0.290449382,-0.007567382,-0.787734382,F
171,0.237855179,0.672710179,0.716027179,-0.015740821,0.074502179,0.779071179,0.830389179,0.459209179,0.232522179,E
172,-0.183015548,0.312730452,0.526287452,1.091366452,0.893747452,0.300399452,0.575132452,0.387560452,0.849746452,F
173,0.424034837,0.384799837,-0.051408163,-0.592773163,0.585079837,-0.102114163,-0.344545163,0.743297837,0.325310837,F
174,-0.127327136,0.577606864,0.014377864,1.013360864,0.024679864,0.064397864,0.357596864,0.156464864,0.137228864,D
175,0.152729782,0.047822782,0.722716782,0.544639782,-0.651418218,0.322986782,0.867067782,0.593993782,-0.719159218,A
176,0.217021182,0.098509182,0.657986182,-0.064101818,0.086256182,0.406758182,-0.277185818,0.470970182,-0.008902818,A
177,0.20161712,0.70758212,-0.11104388,0.03613812,-0.96055488,-1.08844988,-1.93150488,0.25087612,-0.75102188,F
178,-3.504695864,0.144376136,0.739220136,0.679286136,-0.313880864,-2.155697864,0.887017136,0.478532136,-0.423364864,A
179,-0.32184308,0.26531592,0.15188092,0.66460592,2.16340692,2.25786792,1.30447692,0.20007692,1.96474192,K
180,-0.304497371,-0.323843371,0.311461629,0.095307629,-0.468936371,-0.470743371,0.119394629,-0.227675371,-0.442926371,F
181,-0.272815531,0.359730469,-0.145722531,1.207325469,-0.680825531,0.356094469,0.719920469,0.062508469,-0.582599531,E
182,-0.15088491,0.15571509,-0.10125691,-0.27090891,-0.95616991,1.01589109,0.41416309,-0.26569091,-0.67627991,E
183,0.890222223,0.353038223,1.449694223,-1.259758777,-0.574864777,0.264622223,-1.281655777,-0.854566777,0.063363223,I
184,-0.396284331,0.287122669,0.058466669,-0.543131331,-1.130913331,0.497696669,-1.031808331,0.612796669,-1.125576331,C
185,0.662254431,0.640162431,0.074583431,0.117167431,-0.350603569,0.000323431,-0.166484569,0.468231431,-0.288808569,F
186,0.164109073,0.133887073,0.160959073,0.940512073,0.315032073,0.459092073,0.612903073,0.265619073,0.329625073,A
187,-0.220678856,-3.820719856,-0.830770856,-3.234346856,-2.122395856,-3.040625856,-3.381159856,-0.541016856,-1.907153856,A
188,0.348118758,0.171858758,0.497411758,-0.602965242,-0.848811242,0.333217758,-0.504146242,0.377721758,-0.791734242,G
189,-0.225658686,0.101019314,-0.363368686,-1.331366686,-0.885037686,-1.334486686,-1.470162686,0.050821314,-0.858376686,F
190,0.201942446,1.104568446,0.306616446,2.459168446,0.939791446,1.229717446,1.340499446,-0.834811554,1.932223446,L
191,-0.302448369,-3.137170369,-0.217881369,-0.761916369,0.180622631,-0.112010369,-0.604901369,-0.046219369,0.371807631,D
192,0.4433556,0.4771306,-0.1150924,-0.2435834,-0.4875884,-0.6252224,-0.4948524,0.7880246,-0.6262154,A
193,-0.016663984,0.158953016,-0.384413984,-0.161958984,-0.690607984,0.460845016,1.006048016,0.339631016,-0.831619984,A
194,-0.145313552,-0.271973552,0.489750448,-0.166637552,-0.526363552,0.666766448,0.729320448,0.383075448,-0.669342552,G
195,-0.009597471,0.253479529,-0.345856471,-0.276133471,-1.092076471,-3.038689471,0.706094529,0.444009529,-1.121914471,A
196,-0.069849951,-0.365560951,-0.189721951,-0.225568951,0.763443049,-0.359534951,-0.696753951,-0.078715951,0.677212049,A
197,0.157268453,0.397521453,-0.488676547,-0.532279547,-1.504286547,1.153161453,-0.238814547,-1.070517547,-0.807373547,L
198,-0.093639755,-0.034744755,-0.388417755,-0.883000755,-0.673326755,-0.384611755,-1.122369755,-0.054567755,-0.589624755,A
199,-0.12392422,-0.19074622,0.67156578,0.95983878,1.93600578,-0.92158122,-0.24111422,-0.01222722,1.85016778,F
200,-0.168927651,0.015701349,-0.370581651,-0.424173651,-0.603845651,-0.366998651,0.190696349,0.045114349,-0.575237651,F
201,-3.007222164,0.606285836,0.380914836,0.991972836,0.847990836,0.929838836,-0.347655164,-0.571761164,1.651967836,I
202,-0.059658924,-0.007463924,0.075109076,-0.221936924,-1.062445924,-0.337643924,0.060613076,0.232040076,-1.092456924,G
203,-0.104637889,0.115140111,-0.382535889,-2.521060889,-0.697805889,-0.596330889,-1.604094889,0.309781111,-0.724735889,A
204,-0.162425127,-0.028414127,-0.131858127,0.028722873,0.830202873,-0.386471127,-0.707709127,0.716623873,0.369776873,F
205,-0.178445733,-0.354066733,0.224397267,-1.251339733,-1.239593733,-0.088746733,-1.131815733,0.213442267,-1.290651733,G
206,-0.7815316,0.0844944,-0.5377176,1.4144944,-0.5846416,-0.3786736,2.5234304,-1.9213496,0.4893214,K
207,0.019410647,0.142113647,0.000558647,0.515515647,-0.037290353,-0.558688353,-0.510196353,-0.105581353,0.118068647,H
208,0.705385041,-2.906999959,0.082949041,-0.881984959,-0.544278959,0.180523041,0.704902041,0.561455041,-0.480319959,A
209,0.076429574,0.090144574,0.676730574,-0.126617426,-0.790574426,0.152497574,0.117846574,0.579412574,-0.853423426,G
210,0.264960735,0.343311735,0.320127735,1.142404735,0.403539735,-1.229744265,-0.348710265,0.731630735,0.189362735,A
211,0.848925394,0.798589394,0.362185394,1.283588394,0.143578394,0.162306394,1.858717394,0.554713394,0.211477394,A
212,0.107476801,-3.233343199,0.847920801,0.039677801,0.748846801,0.259538801,0.452472801,0.159610801,0.688196801,A
213,-0.295963912,-0.110902912,-0.109463912,-0.962525912,-0.321262912,-1.019557912,-1.051228912,0.003047088,-0.275577912,A
214,0.775216746,0.155838746,-0.070541254,0.461696746,-2.299267254,-1.430869254,-2.679975254,-6.712667254,-3.915986254,I
215,-0.031758269,0.048267731,-0.184080269,1.112846731,-0.545232269,1.042760731,1.718760731,0.069751731,-0.486744269,A
216,3.875587406,0.328403406,0.490090406,-2.547991594,0.800323406,-0.032132594,1.867285406,0.524413406,0.630028406,F
217,0.610821119,0.387275119,0.579493119,-1.388379881,-0.547941881,0.166517119,-0.624983881,0.591768119,-0.516502881,F
218,-0.001124425,0.107766575,-0.124310425,0.634777575,0.017373575,-0.846869425,-0.021836425,0.051009575,0.020925575,A
219,-0.455857955,-3.537456955,-0.555358955,-1.219670955,2.437926045,-2.227277955,-2.357353955,0.384003045,1.813629045,D
220,1.794728299,0.357910299,0.037661299,-0.063485701,-0.243754701,-1.534648701,0.488906299,0.620385299,-0.410290701,A
221,0.376221085,0.313576085,0.249720085,1.147933085,0.285845085,0.502308085,1.179444085,0.980111085,0.084688085,A
222,0.163583955,0.012218955,0.477751955,-0.267959045,-0.451999045,0.273408955,0.353809955,0.079935955,-0.400432045,A
223,0.211947839,0.419814839,10.02177484,0.931544839,1.760099839,0.647918839,0.657804839,1.151997839,1.270230839,F
